question,answer
"Halo dok, sudah seminggu ini saya pilek. Hari pertama bersin-bersin lalu hari kedua langsung pilek, rasanya penuh dan tersumbat gitu dok.. Tersumbatnya bergantian antara hidung kanan dan kiri. Pertanyaan saya boleh nggak sih dok saya irigasi hidung saat sedang pilek dan tersumbat? Saya mau irigasi hidung pakai nacl, tapi tidak yakin. mohon penjelasannya dok.. terima kasih","Alo, terima kasih atas pertanyaannya untuk Alodokter.Gejala hidung tersumbat tentunya bisa dialami karena mengalami batuk pilek, flu, sinusitis akut, alergi, atau pengaruh hormonal seperti kehamilan. Kondisi tersebut tentunya dapat membuat bernapas dan aktivitas lainnya tidak nyaman, sehingga dapat diatasi dengan berbagai cara."
"Dok anak saya kok tau"" badannya panas tapi kakinya dingin ya dok? bagaimana ini mengobatinya?? saya takut dok, anak saya abrru umur 3 tahun dok","Alo, selamat siang bundakenaikan suhu tubuh bisa menyebabkan kulit terasa hangat, namun badan yang terasa hangat tetapi kaki yang terasa dingin kondisi ini kerap terjadi dimana hal ini merupakan bentuk respon tubuh untuk menjaga inti tubuh dan organ vital anda tetap hangat, namun aliran darah ke tangan dan kaki dibatasi dengan cara mengerutkan pembuluh darah dimana minimnya aliran darah ini akan membuat telapak kaki menjadi dingin walau badan terasa hangat. selain itu hal ini juga dapat terjadi akibat anak kekurangan cairan, jadi saran saya berikan anak cairan yang banyak."
"Selamat pagi dok. saya mau tanya. istri saya sering merasakan gemetar padahal istri saya tdk pernah telat makan, sehari bisa 3-4 kali makan. itu kenapa ya dok? saya udah periksa ke dokter katanya asam lambung, tap kok masih suka gemetar ya, padahal sudah minum obat sampai habis, tapi masih merasa gemetar dan keluar keringat dingin dok. cara mengatasinya gmn ya dok?","Gemetar dan berkeringat dingin salah satunya memang bisa disebabkan oleh masalah asam lambung (dispepsia). Dispepsia sendiri bisa muncul terkait GERD (gastroesophageal reflux disease), gastritis, tukak peptikum, batu atau radang empedu, pankreatitis, keganasan di sekitar lambung/ kandung empedu/ pankreas, hingga penyebab lain yang tidak diketahui pasti (dispepsia fungsional).Penanganan dispepsia tidak bisa dilakukan hanya dengan obat."
"Selamat pagi alodokter, dok perkenalkan saya ibu hamil usia kehamilan saya sekarang menginjak 19 minggu, jadi saya akhir2 ini merasa perut saya kurang nyaman. seperti berkedut dan geli2 dok. Yang dialami saat hamil 19 minggu umumnya seperti apa ya dokter?","Alo, selamat pagipada minggu kesembilan belas usia kehamilan ukuran janin ibu kira-kira sudah sebesar lemon dengan panjang badan dari kepala sampai kaki sekitar 15 senitmeter dan berat badan sekitar 240 gram. di minggu ke 19 ibu akan semakin sering merasakan pergerakan janin karena si kecil akan semakin aktif. ada sejumlah ketidaknyamanan yang mungkin akan bunda rasakan pada masa perkembangan janin usia 19 minggu ini salah satunya nyeri perut kondisi ini terjadi karena perut ibu membesar secara cepat, sehingga ligamen yang mendukung rahim meregang dan menimbulkan nyeri di area perut."
"Dok saya tadi pagi minum vitamin C, trs pas pipis saya melihat air kencing saya warnanya jadi kuning terang. apakah itu gpp dok? normal kan dokter? saya takut dok, tolong penjelasannya ya dokter. terima kasih banyak","Alo, terima kasih atas pertanyaannya untuk Alodokter.Perubahan warna urin menjadi lebih kuning setelah mengonsumsi vitamin C masihlah normal terjadi akibat zat perwarna berlebih pada vitamin yang dibuang melalui urin, selama anda tidak mengalami gejala gangguan berkemih lainnya seperti nyeri berkemih, anyang-anyangan, atau keluarnya urin yang tersendat-sendat.Anda tidak perlu khawatir karena anda hanya perlu memperbanyak konsumsi air mineral minimal 2 liter per hari, untuk membantu melancarkan saluran kemih sehingga dapat menjaga kesehatan saluran kemih."
"alo dok selamat pagi. dok saya memiliki keluhan sakit / nyeri di ulu hati ketika makan. jadi ketika saya menelan makanan dan saat makanan sampai di daerah ulu hati, ulu hati saya terasa nyeri. saya sudah cek ke dokter umum dan katanya infeksi lambung apa itu asam lambung dok? terima kasih","Nyeri di ulu hati saat makan memang mungkin saja menandakan Anda mengalami infeksi lambung, atau disebut juga dengan gastritis. Ada beragam mikroorganisme yang bisa menginfeksi lambung, namun yang tersering adalah bakteri Helicobacter pylori. Usai menginfeksi lambung, bakteri ini bisa membuat dinding lambung meradang, hingga akhirnya terasa nyeri, kembung, mual, bahkan bisa sampai muntah, sesak, dan berdarah (biasanya ditandai dengan batuk atau muntah darah, feses kehitaman, anemia)."
"Selamat sore dokkkk.. Saya mau tanya, saya sering minum air lemon di pagi hari.. tapi sudah sebulan ini saya tidak sempat minum air lemon di pagi hari karena sibuk dengan pekerjaan rumah.. bolehkah saya minum air lemon sebelum tidur? dan apa saja manfaat minum air lemon di malam hari? Apakah sama manfaatnya dengan minum air lemon di pagi hari? terima kasih atas penjelasannya dokter","Selamat sore, terima kasih telah bertanya di Alodokter. Memang banyak artikel yang menganjurkan konsumsi air lemon hangat, terutama di pagi hari. Ada sebagian sumber yang mengaitkannya dengan lebih mudahnya seseorang untuk menurunkan berat badan, meningkatkan daya tahan tubuh dan masih banyak lagi.Namun, masih diperlukan penelitian lebih lanjut untuk melihat bagaimana perbandingan dari mengonsumsi lemon hangat tersebut di pagi hari, atau di waktu lain."
"Hai, Dok, saya disini mau nanya dok. Selama 3 harian ini saya sakit demam. Demamnya udah turun tapi setelah demam kok keluar bercak merah dan bintik merah pada wajah dan tangan, Apakah ini saya terkena demam berdarah ya dok? Akan berapa lama Dan cara mempercepatnya gimaa ya dok?","Terima kasih atas pertanyaannya.Demam merupakan suatu kondisi dimana terjadi peningkatan suhu tubuh lebih dari normal. Demam sendiri terjadi karena reaksi imun tubuh untuk melawan mikroorganisme, peradangan, infeksi dan sebagainya. Demam juga dapat disertai dengan gejala lain yang berhubungan dengan penyebab demam misalnya disertai nyeri otot, lemas, batuk, pilek, nyeri tenggorokan dan sebagainya.Mengenai keluarnya bercak kemerahan dapat menjadi tanda dari pecahnya pembuluh darah kapiler yang berada di bawah kulit."
"Dok saya dari dulu kalau lari joging pasti deh sakit perut sebelah kanan bawah. Padahal saya udah coba sarapan dan tidak terlalu keras olahraganya, sebelumnya jg melakukan pemanasan. Kira-kira itu apa penyebabnya dokter? saya sangat kesiksa beberapa saat dok. minta solusinya dong dokter. makasih",N.
"Dok udah hampir sebulan ini badan saya muncul bintik"".. awalnya cuma di punggung saya, tapi semakin lama bintik"" ini semakin banyak dokter. Risih banget soalnya gatal sekali ini tuh dok.. bagaimana ya dokter cara untuk menghilangkan bintik di badan saya ini?","Alo,Apakah bintik berwarna merah? Keluhan kulit gatal dan muncul binitik dapat disebabkan karena beberapa kondisi berikut ini:Gigitan seranggaDermatitis kontak akibat iritasi atau alergi terhadap suatu bahan yang berkontak dengan kulitInfeksi jamur di kulitKudisImpetigoSelulitisJerawat dan bisulHerpesUntuk memastikan penyebabnya, perlu dilihat dulu bintiknya seperti apa."
"Hi dokter, kemaren saya kan foto rontgen pekaranya saya batuk gak udah2 dokter. Ini tu parah banget dokter, udah makin lama makin parah batunya. ternyata hasil labnya paru-paru saya ngeflek. Itu tu udah pasti tbc ya dok? obatnya gimana dok? jika saya ketinggalan 1 kali saya harus mengulang ya dok.",flek paru-paru atau dalam dunia medis disebut dengan TBC (tuberkulosis) yang merupakan penyakit paru-paru yang disebabkan oleh infeksi mycobacterium tuberkulosis. gejala penyakit ini memang ditandai dengan batuk lama yang tidak sembuh yaitu lebih dari 2 minggu. batuk umumnya berdahak dan terkadang disertai darah. penyakit ini dapat terjadi akibat tertular dengan orang terinfeksi melalui percikan air liur melalui batuk dan bersin yang rentan pada orang kontak erat dalam waktu lama dan memiliki daya tahan tubuh yang lemah.
"Selamat siang alodokter, saya mau nanya, temen kuliah saya dia cwok dok, dia badannya gemuk tinggi gede. suka banget sama donor darah, sebulan bisa dia donor sampe 2 kali dok. bahaya gak sih dok itu? sebenernya donor darah berapa kali dalam sebulan?","Tidak hanya bagi orang yang memanfaatkan darahnya, donor darah juga memiliki beragam manfaat bagi sang pendonor itu sendiri, seperti bisa menjalani cek kesehatan cuma-cuma, bisa memperpanjang usia, dan sebagainya. Namun, donor darah sejatinya juga bisa mengandung risiko, seperti bisa menyebabkan lemas, pusing, mual, muntah, pingsan, dan beragam efek samping lainnya. Sebab itu, tidak sembarang orang bisa mendonorkan darahnya.Amannya, donor darah dilakukan tidak lebih dari 3 bulan sekali."
"Halo dok, saya mau tanya. Di sela hidung, hidung dan dagu saya itu banyak muncul komedo. Kalau dipegang itu bertekstur rasanya. Saya baca di beberapa artikel katanya masker putih telur dapat menghilangkan komedo. Selain masker putih telur masker apalagi ya dok yang bisa mengilangkan komedo di hidung dan dagu??? ","Alo,Komedo merupakan benjolan kecil pada pori kulit yang akan terasa kasar saat diraba / disentuh. Komedo terbentuk ketika pori tersumbat oleh sel kulit mati dan minyak berlebih. Komedo dipicu oleh pola makan tidak sehat, peningkatan jumlah bakteri di kulit, iritasi pada pori kulit, perubahan hormonal, efek obat tertentu, kulit terlalu lembap, paparan bahan kimia, konsumsi gula dan lemak tinggi, dan kebiasaan merokok."
"dok saya mau bertanya bagaimana cara menghilangkan bekas jerawat yang berlubang? atau mungkin orang pada bilang bopeng gitu ya dok.. ini udah bertahun"" setelah kulit wajah syaa mendingan dari keluhan jerawat dok","Bekas jerawat bisa beragam jenisnya, salah satunya bopeng. Kondisi ini bisa sangat mengganggu penampilan dan menurunkan kepercayaan diri penderitanya jika tidak ditangani dengan baik. Secara medis pun, penanganan atas bopeng bekas jerawat seringnya tidak bisa membaik dalam waktu singkat, melainkan butuh waktu hingga berminggu-minggu, berbulan-bulan, bahkan lebih. Adapun prosedur penanganan yang dilakukan bisa bervariasi, mulai dari pemberian produk perawatan kulit tertentu, peeling kimia, dermabrasi, laser, injeksi filler, terapi fotodinamika, dan sebagainya."
"Selamat siang dok kenapa ya bibir saya tuh gampang kering. Saya udah udah coba berbagai cara untuk mengatasi bibir kering, dari mulai sering minum air putih sampai menggunakan pelembab bibir tapi hasilnya kurang maksimal dok.. Saya udah putus asa bagt krn berbagai cara udah saya coba tapi belum berhasil juga, makasih sebelumnya..saya minta tips dok agar bibir saya lembab dan tidak mudah kering.. trims","Alo, saya dr. Tirtawati Wijaya. Terima kasih sudah bertanya ke Alodokter.Ada berbagai hal yang dapat menyebabkan terjadinya bibir kering, antara lain:Kurang minum, puasa, kehausan, dehidrasi, dllberada di lokasi yang dingin, kelembaban udara rendah, ruangan berAC, dllkebiasaan bernafas lewat mulut, merokok, menyirih, menghisap cerutu, dllkonsumsi makanan yang sangat asin, diuretik, alkohol, dllEfek obat / zat tertentu, terpapar matahari, dllAgar bibir tidak kering tentunya dengan menghindari penyebabnya."
"Dok sya pengen bertanya barusan sya bab ad keluar panjang"" gitu mirip cacing kremi dok, itu kenapa cacing kremi bisa keluar dari tubuh saya ya dok?",Terima kasih atas pertanyaannya.Keluarnya hewan panjang mirip dengan cacing tersebut dapat menjadi tanda bahwa terinfeksi cacing. Infeksi cacing ini tidak hanya menyerang anak-anak namun juga dapat menyerang pada dewasa sehingga menyebabkan keluarnya cacing kremi yang ada pada feses. Infeksi cacing kremi dapat menyerang usus besar yang dapat keluar saat buang air besar. Hal ini disebabkan karena cacing bertelur di lipatan anus saat tidur sehingga dapat menyebabkan keluhan gatal saat malam hari.Seseorang dapat terinfeksi jika menelan telur cacing kremi.
"Selamat pagi, mau konsultasi dong dokter, istri saya sedang hamil usia 7 bulan. saat masuk usia kehamilan yang sekarang ini kok dia jadi mengalami sakit perut bagian bawah. trs posisi tidurnya jd gak nyaman dok, serba salah. Apakah ini normal dialami oleh bumil usia kehamilan 7 bulan dok?",A.
"Saya baru mau memulai diet dan menjalani pola hidup sehat dok, soalnya saya udah liat sekeliling dan keluarga saya pada sakit2an ada kolesterol gitu dok, takut saya dok, mumpung masih muda saya mau jalani hidup sehat. Mau nanyain apa saja makanan yang mengandung lemak jahat dokter?","Alo, selamat siangpola hidup dan makan yang sehat dapat menunjang kesehatan tubuh dan mencegah berbagai penyakit. namun pola ini harus seimbang tidak hanya mengandalkan makanan saja, jika makanan benar namun pola yang lain tidak diterapkan maka tidak seimbang dan dapat mengalami terganggunya kesehatan.pola hidup dan makan sehat yang bisa anda lakukan ialah :konsumsi air putih 2 liter sehari minimaltidur waktu yang cukup 7-9 jam semalamankonsumsi makanan bergizi dan sehat kaya akan serat buah dan sayur, bijian-bijian, kacang-kacangan."
"Halo dok, saya punya anak perempuan umur 5 tahun. Wajar nggak sih kalo anak sering mimisan? sejak umur 4 tahun anak saya sering mimisan apalagi kalau siang hari berada di cuaca yang panas, malamnya pasti mimisan. Darah yg keluar lumayan banyak tapi mimisannya tidak lama dan tidak ada demam. Sebenarnya anak saya kenapa ya dok? Apakah perlu saya periksa ke dokter? kalo diperiksa ke dokter apa ya dok?",Alo. Terimakasih telah bertanya kepada Alodokter.Keluhan mimisan (epistaksis). dapat disebabkan oleh berbagai hal. Penanganan berdasarkan penyebab diperlukan untuk menghidari komplikasi lebih lanjut. Beberapa hal yang dapat menjadi penyebab keluhan di antaranya:Kebiasaan mengorek hidung maupun membuang ingus terlalu kencang.Udara yang kering.Cedera pada hidung.Bentuk hidung yang bengkok (faktor keturunan)Penggunaan obat pelega hidung (semprot) secara berlebih.Infeksi yang menyebabkan hidung tersumbat (misal flu)Alergi.Paparan bahan kimia yang mengiritasi hidung (misal amonia).
"Pagi dok, jadi saya kemaren pas lagi masak kan ya, terus tau"" jari saya kena sayatan pisau.. seperti nya dalam banget sayatan nya dok. Darah nya terus keluar dok, udah saya pakein plester, tapi pas saya buka plesternya, darah ngalir lagi.. Apakah bisa berhenti nanti ini keluar darah nya dok ? Bahaya gak ini dok? ","Alo, selamat siangluka sayatan seperti teriris pisau saat memotong makanan dapat menyebabkan pendarahan dan rasa nyeri. umumnya jika sayatan kecil pendarahan akan berhenti dengan sendirinya."
"dok saya sudah mengalami tinnitus atau telinga berdenging sejak 4 bulan yg lalu. sampai saat ini belum sembuh juga. saya udah pernah kok dok konsul ke sp tht, tapi pas obat tetes abis malah muncul lagi tinnitus saya.. berapa lama sebenarnya tinnitus bisa sembuh dok?","Alo, saya Dr. Tirtawati Wijaya. Terima kasih sudah bertanya ke Alodokter.Masa penyembuhan tinnitus sangat bervariasi; ada yang dapat membaik dalam waktu beberapa hari, tapi ada juga yang berlangsung seumur hidup. Ini sangat tergantung pada penyebab dan kondisi pasien."
"Dok, saya mau tanya, kenapa setiap kali saya meludah kok disertai darah meskipun darahnya tidak banyak, tapi saya tidak sedang batuk dok.. Penyebabnya apa ya dan bagaimana cara untuk mengatasinya ya?",Liur yang berdarah tidak selalu muncul karena batuk.
"Siang dokter, saya mau bertanya, kok siklus saya jadi 2 kali sebulan dok?? hanya seminggu abis saya haid eh tau"" saya haid lagi dokter, penyebabnya apa ya itu dok?",Terima kasih atas pertanyaannya.Menstruasi merupakan suatu kondisi dimana keluar perdarahan dari vagina pada wanita usia subur. Normalnya siklus menstruasi berlangsung antara 21-35 hari maka bila siklus menstruasi lebih cepat atau lebih lambat dari siklus menstruasi normal maka dapat menjadi tanda dari gangguan siklus menstruasi.Sebelumnya perlu diketahui mengenai menstruasi yang terjadi sebanyak 2x tersebut baru terjadi saat ini atau sudah berlangsung dalam beberapa siklus.
"Halo dokter, permisi mau bertanya ya dok.. Apakah ada cara biar haid bisa cepat selesai dok? Mohon dijawab ya dokter, karna saya ingin liburan dan rasanya kurang nyaman kalo lagi haid begini tuh dok","Selamat sore, terima kasih telah bertanya di Alodokter. Haid merupakan siklus rutin yang normal dialami wanita usia reproduktif, dengan durasi sekitar 3-7 hari, dan akan berulang dalam 21-35 hari kemudian. Siklus haid bisa dipengaruhi berbagai faktor yang membuatnya menjadi tidak teratur, seperti berat badan berlebih atau kurang, menjalani diet ekstrem, efek samping kontrasepsi, dan penyakit tertentu.Mengenai pertanyaan Anda, sayangnya tidak ada cara mandiri untuk bisa langsung menghentikan atau mempercepat haid yang sedang berlangsung."
